"TestID","question","answer"
"3498","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3498","Do you have any specific suggestions for improvements?","Nope"
"3498","What additional features would you like to see?","Nothing this is good"
"3498","What other types of assessments would you like to see?","DevOps ones"
"3498","Would you be interested in a verified micro certification?","Sure"
"3921","Please rate this assessment from one to five, five being the highest","5"
"3921","What did you love about Cloud Assessments and this assessment in particular?","Practical experiance"
"3921","Why did you rate it the way you did?","Enjoyed it"
"3921","Did you understand what was expected of you (was the scenario clear)?","Yes, except I didn't understand if I was meant to transition and expire versions."
"3921","Was the skill level appropriate for what we described?","Yes"
"3921","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3921","Do you have any specific suggestions for improvements?","Nope"
"3921","What additional features would you like to see?","None"
"3921","What other types of assessments would you like to see?","Lots"
"3921","Would you be interested in a verified micro certification?","Yes"
"3627","Please rate this assessment from one to five, five being the highest","1"
"3627","What did you love about Cloud Assessments and this assessment in particular?","test"
"3627","Why did you rate it the way you did?","test"
"3627","Did you understand what was expected of you (was the scenario clear)?","test"
"3627","Was the skill level appropriate for what we described?","test"
"3627","On a scale of one to ten, how likely are you to recommend this to your friends?","1"
"3627","Do you have any specific suggestions for improvements?","test"
"3627","What additional features would you like to see?","test"
"3627","What other types of assessments would you like to see?","test"
"3627","Would you be interested in a verified micro certification?","test"
"3458","Please rate this assessment from one to five, five being the highest","5"
"3458","What did you love about Cloud Assessments and this assessment in particular?","real life examples"
"3458","Why did you rate it the way you did?","i like it"
"3458","Did you understand what was expected of you (was the scenario clear)?","yes"
"3458","Was the skill level appropriate for what we described?","yes"
"3458","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3458","Do you have any specific suggestions for improvements?","no"
"3458","What additional features would you like to see?","more labs"
"3458","What other types of assessments would you like to see?","s3"
"3458","Would you be interested in a verified micro certification?","yes"
"3506","Please rate this assessment from one to five, five being the highest","5"
"3506","What did you love about Cloud Assessments and this assessment in particular?","f"
"3506","Why did you rate it the way you did?","f"
"3506","Did you understand what was expected of you (was the scenario clear)?","d"
"3506","Was the skill level appropriate for what we described?","d"
"3506","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3506","Do you have any specific suggestions for improvements?","e"
"3506","What additional features would you like to see?","e"
"3506","What other types of assessments would you like to see?","d"
"3506","Would you be interested in a verified micro certification?","no"
"3586","Please rate this assessment from one to five, five being the highest","5"
"3586","What did you love about Cloud Assessments and this assessment in particular?","It seems practical."
"3586","Why did you rate it the way you did?","Practical skill are being developed."
"3586","Did you understand what was expected of you (was the scenario clear)?","I think so."
"3586","Was the skill level appropriate for what we described?","Yes"
"3586","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3586","Do you have any specific suggestions for improvements?","I will let you know."
"3586","What additional features would you like to see?","More AWS stuff."
"3586","What other types of assessments would you like to see?","More AWS stuff."
"3586","Would you be interested in a verified micro certification?","Yes"
"3456","Please rate this assessment from one to five, five being the highest","5"
"3456","What did you love about Cloud Assessments and this assessment in particular?","hands on, real life examples"
"3456","Why did you rate it the way you did?","i like it"
"3456","Did you understand what was expected of you (was the scenario clear)?","yes"
"3456","Was the skill level appropriate for what we described?","yes"
"3456","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3456","Do you have any specific suggestions for improvements?","no"
"3456","What additional features would you like to see?","more labs"
"3456","What other types of assessments would you like to see?","s3"
"3456","Would you be interested in a verified micro certification?","yes"
"3556","Please rate this assessment from one to five, five being the highest","5"
"3556","What did you love about Cloud Assessments and this assessment in particular?","na"
"3556","Why did you rate it the way you did?","NA"
"3556","Did you understand what was expected of you (was the scenario clear)?","YES"
"3556","Was the skill level appropriate for what we described?","YES"
"3556","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3556","Do you have any specific suggestions for improvements?","NA"
"3556","What additional features would you like to see?","NA"
"3556","What other types of assessments would you like to see?","NA"
"3556","Would you be interested in a verified micro certification?","YES"
"3501","Please rate this assessment from one to five, five being the highest","5"
"3501","What did you love about Cloud Assessments and this assessment in particular?","Everything"
"3501","Why did you rate it the way you did?","Because"
"3501","Did you understand what was expected of you (was the scenario clear)?","Yes"
"3501","Was the skill level appropriate for what we described?","Yes"
"3501","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3501","Do you have any specific suggestions for improvements?","No"
"3501","What additional features would you like to see?","None"
"3501","What other types of assessments would you like to see?","All"
"3501","Would you be interested in a verified micro certification?","Yes"
"3603","Please rate this assessment from one to five, five being the highest","5"
"3603","What did you love about Cloud Assessments and this assessment in particular?","test"
"3603","Why did you rate it the way you did?","test"
"3603","Did you understand what was expected of you (was the scenario clear)?","test"
"3603","Was the skill level appropriate for what we described?","test"
"3603","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3603","Do you have any specific suggestions for improvements?","test"
"3603","What additional features would you like to see?","test"
"3603","What other types of assessments would you like to see?","test"
"3603","Would you be interested in a verified micro certification?","test"
"3499","Please rate this assessment from one to five, five being the highest","5"
"3499","What did you love about Cloud Assessments and this assessment in particular?","It seemed pretty easy but good content to know!"
"3499","Why did you rate it the way you did?","It was was it deserved for content"
"3499","Did you understand what was expected of you (was the scenario clear)?","Yes"
"3499","Was the skill level appropriate for what we described?","Yeah"
"3499","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3499","Do you have any specific suggestions for improvements?","Not really"
"3499","What additional features would you like to see?","Nope"
"3499","What other types of assessments would you like to see?","DevOps ones"
"3499","Would you be interested in a verified micro certification?","Yes"
"3495","Please rate this assessment from one to five, five being the highest","4"
"3495","What did you love about Cloud Assessments and this assessment in particular?","NICE"
"3495","Why did you rate it the way you did?","it is usefull to improve our skillls"
"3495","Did you understand what was expected of you (was the scenario clear)?","yes clearly senario was required"
"3495","Was the skill level appropriate for what we described?","it is better to improve our skills"
"3495","On a scale of one to ten, how likely are you to recommend this to your friends?","8"
"3495","Do you have any specific suggestions for improvements?","conduct more senarios"
"3495","What additional features would you like to see?","before user attempting the assesment you can play one video in that perticular assesment"
"3495","What other types of assessments would you like to see?","s3 ed2instance services more assessments can be providing needs"
"3495","Would you be interested in a verified micro certification?","yes"
"3614","Please rate this assessment from one to five, five being the highest","1"
"3614","What did you love about Cloud Assessments and this assessment in particular?","test"
"3614","Why did you rate it the way you did?","test"
"3614","Did you understand what was expected of you (was the scenario clear)?","test"
"3614","Was the skill level appropriate for what we described?","test"
"3614","On a scale of one to ten, how likely are you to recommend this to your friends?","1"
"3614","Do you have any specific suggestions for improvements?","test"
"3614","What additional features would you like to see?","test"
"3614","What other types of assessments would you like to see?","tesst"
"3614","Would you be interested in a verified micro certification?","test"
"3560","Please rate this assessment from one to five, five being the highest","5"
"3560","What did you love about Cloud Assessments and this assessment in particular?","t"
"3560","Why did you rate it the way you did?","t"
"3560","Did you understand what was expected of you (was the scenario clear)?","t"
"3560","Was the skill level appropriate for what we described?","t"
"3560","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3560","Do you have any specific suggestions for improvements?","t"
"3560","What additional features would you like to see?","t"
"3560","What other types of assessments would you like to see?","t"
"3560","Would you be interested in a verified micro certification?","t"
"3626","Please rate this assessment from one to five, five being the highest","5"
"3626","What did you love about Cloud Assessments and this assessment in particular?","test"
"3626","Why did you rate it the way you did?","test"
"3626","Did you understand what was expected of you (was the scenario clear)?","test"
"3626","Was the skill level appropriate for what we described?","test"
"3626","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3626","Do you have any specific suggestions for improvements?","test"
"3626","What additional features would you like to see?","test"
"3626","What other types of assessments would you like to see?","test"
"3626","Would you be interested in a verified micro certification?","test"
"3629","Please rate this assessment from one to five, five being the highest","1"
"3629","What did you love about Cloud Assessments and this assessment in particular?","test"
"3629","Why did you rate it the way you did?","test"
"3629","Did you understand what was expected of you (was the scenario clear)?","test"
"3629","Was the skill level appropriate for what we described?","test"
"3629","On a scale of one to ten, how likely are you to recommend this to your friends?","1"
"3629","Do you have any specific suggestions for improvements?","test"
"3629","What additional features would you like to see?","test"
"3629","What other types of assessments would you like to see?","test"
"3629","Would you be interested in a verified micro certification?","test"
"3573","Please rate this assessment from one to five, five being the highest","5"
"3573","What did you love about Cloud Assessments and this assessment in particular?","Test you skills with using AWS"
"3573","Why did you rate it the way you did?","7"
"3573","Did you understand what was expected of you (was the scenario clear)?","VPC instructions were not clear enough"
"3573","Was the skill level appropriate for what we described?","yes"
"3573","On a scale of one to ten, how likely are you to recommend this to your friends?","8"
"3573","Do you have any specific suggestions for improvements?","Make the VPC questions more clear"
"3573","What additional features would you like to see?","At this time none"
"3573","What other types of assessments would you like to see?","None at this time"
"3573","Would you be interested in a verified micro certification?","No"
"3618","Please rate this assessment from one to five, five being the highest","1"
"3618","What did you love about Cloud Assessments and this assessment in particular?","test"
"3618","Why did you rate it the way you did?","test"
"3618","Did you understand what was expected of you (was the scenario clear)?","test"
"3618","Was the skill level appropriate for what we described?","test"
"3618","On a scale of one to ten, how likely are you to recommend this to your friends?","1"
"3618","Do you have any specific suggestions for improvements?","test"
"3618","What additional features would you like to see?","test"
"3618","What other types of assessments would you like to see?","test"
"3618","Would you be interested in a verified micro certification?","test"
"3617","Please rate this assessment from one to five, five being the highest","5"
"3617","What did you love about Cloud Assessments and this assessment in particular?","."
"3617","Why did you rate it the way you did?","."
"3617","Did you understand what was expected of you (was the scenario clear)?","."
"3617","Was the skill level appropriate for what we described?","."
"3617","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3617","Do you have any specific suggestions for improvements?","."
"3617","What additional features would you like to see?","."
"3617","What other types of assessments would you like to see?","."
"3617","Would you be interested in a verified micro certification?","."
"3620","Please rate this assessment from one to five, five being the highest","5"
"3620","What did you love about Cloud Assessments and this assessment in particular?","test"
"3620","Why did you rate it the way you did?","test"
"3620","Did you understand what was expected of you (was the scenario clear)?","test"
"3620","Was the skill level appropriate for what we described?","test"
"3620","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3620","Do you have any specific suggestions for improvements?","test"
"3620","What additional features would you like to see?","test"
"3620","What other types of assessments would you like to see?","test"
"3620","Would you be interested in a verified micro certification?","test"
"3574","Please rate this assessment from one to five, five being the highest","5"
"3574","What did you love about Cloud Assessments and this assessment in particular?","All"
"3574","Why did you rate it the way you did?","Practical"
"3574","Did you understand what was expected of you (was the scenario clear)?","Yes"
"3574","Was the skill level appropriate for what we described?","Yes"
"3574","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3574","Do you have any specific suggestions for improvements?","No"
"3574","What additional features would you like to see?","N/A"
"3574","What other types of assessments would you like to see?","App Deployment, DevOps"
"3574","Would you be interested in a verified micro certification?","Yes"
"3562","Please rate this assessment from one to five, five being the highest","5"
"3562","What did you love about Cloud Assessments and this assessment in particular?","chad -- testing -- n/a"
"3562","Why did you rate it the way you did?","chad -- testing -- n/a"
"3562","Did you understand what was expected of you (was the scenario clear)?","chad -- testing -- n/a"
"3562","Was the skill level appropriate for what we described?","chad -- testing -- n/a"
"3562","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3562","Do you have any specific suggestions for improvements?","chad -- testing -- n/a"
"3562","What additional features would you like to see?","chad -- testing -- n/a"
"3562","What other types of assessments would you like to see?","chad -- testing -- n/a"
"3562","Would you be interested in a verified micro certification?","chad -- testing -- n/a"
"3602","Please rate this assessment from one to five, five being the highest","5"
"3602","What did you love about Cloud Assessments and this assessment in particular?","test"
"3602","Why did you rate it the way you did?","test"
"3602","Did you understand what was expected of you (was the scenario clear)?","test"
"3602","Was the skill level appropriate for what we described?","test"
"3602","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3602","Do you have any specific suggestions for improvements?","test"
"3602","What additional features would you like to see?","test"
"3602","What other types of assessments would you like to see?","test"
"3602","Would you be interested in a verified micro certification?","test"
"3580","Please rate this assessment from one to five, five being the highest","5"
"3580","What did you love about Cloud Assessments and this assessment in particular?","Practical challenge."
"3580","Why did you rate it the way you did?","It was a good challenge."
"3580","Did you understand what was expected of you (was the scenario clear)?","I think so."
"3580","Was the skill level appropriate for what we described?","Yes"
"3580","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3580","Do you have any specific suggestions for improvements?","No"
"3580","What additional features would you like to see?","I'll think about it."
"3580","What other types of assessments would you like to see?","Everything AWS related."
"3580","Would you be interested in a verified micro certification?","Yes"
"3640","Please rate this assessment from one to five, five being the highest","5"
"3640","What did you love about Cloud Assessments and this assessment in particular?","na"
"3640","Why did you rate it the way you did?","an"
"3640","Did you understand what was expected of you (was the scenario clear)?","na"
"3640","Was the skill level appropriate for what we described?","na"
"3640","On a scale of one to ten, how likely are you to recommend this to your friends?","9"
"3640","Do you have any specific suggestions for improvements?","na"
"3640","What additional features would you like to see?","na"
"3640","What other types of assessments would you like to see?","na"
"3640","Would you be interested in a verified micro certification?","na"
"3534","Please rate this assessment from one to five, five being the highest","5"
"3534","What did you love about Cloud Assessments and this assessment in particular?","This scenario helps to demonstrate good troubleshooting skills on existing AWS implementations. "
"3534","Why did you rate it the way you did?","Good scenario and would encourage cloudassessments to include more scenarios like this :)"
"3534","Did you understand what was expected of you (was the scenario clear)?","yes"
"3534","Was the skill level appropriate for what we described?","yes"
"3534","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3534","Do you have any specific suggestions for improvements?","I would be good to see ALB cloud watch metric to ensure traffic is load balanced between both instances. This was a requirement which should not be checked."
"3534","What additional features would you like to see?","Not at this time."
"3534","What other types of assessments would you like to see?","more of everything :)"
"3534","Would you be interested in a verified micro certification?","yes"
"3563","Please rate this assessment from one to five, five being the highest","5"
"3563","What did you love about Cloud Assessments and this assessment in particular?","nmbnmb"
"3563","Why did you rate it the way you did?","mbnmbnmb"
"3563","Did you understand what was expected of you (was the scenario clear)?","mbnmbnm"
"3563","Was the skill level appropriate for what we described?","mbnmbnm"
"3563","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3563","Do you have any specific suggestions for improvements?","bnmbnmbnm"
"3563","What additional features would you like to see?","mbnmbnmb"
"3563","What other types of assessments would you like to see?","mbnmbnmb"
"3563","Would you be interested in a verified micro certification?","nbmbnm"
"3820","Please rate this assessment from one to five, five being the highest","5"
"3820","What did you love about Cloud Assessments and this assessment in particular?","testing"
"3820","Why did you rate it the way you did?","testing"
"3820","Did you understand what was expected of you (was the scenario clear)?","testing"
"3820","Was the skill level appropriate for what we described?","testing"
"3820","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3820","Do you have any specific suggestions for improvements?","testing"
"3820","What additional features would you like to see?","testing"
"3820","What other types of assessments would you like to see?","testing"
"3820","Would you be interested in a verified micro certification?","testing"
"3570","Please rate this assessment from one to five, five being the highest","5"
"3570","What did you love about Cloud Assessments and this assessment in particular?","Nice assessment "
"3570","Why did you rate it the way you did?","Easy to understand"
"3570","Did you understand what was expected of you (was the scenario clear)?","Yes"
"3570","Was the skill level appropriate for what we described?","Yes"
"3570","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3570","Do you have any specific suggestions for improvements?","No"
"3570","What additional features would you like to see?","N/A"
"3570","What other types of assessments would you like to see?","App Deployment, DevOps"
"3570","Would you be interested in a verified micro certification?","Yes"
"3515","Please rate this assessment from one to five, five being the highest","1"
"3515","What did you love about Cloud Assessments and this assessment in particular?","It was very entertaining!"
"3515","Why did you rate it the way you did?","Because it is a great hands-on refresher"
"3515","Did you understand what was expected of you (was the scenario clear)?","Yes"
"3515","Was the skill level appropriate for what we described?","Yes"
"3515","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3515","Do you have any specific suggestions for improvements?","No"
"3515","What additional features would you like to see?","Less draconian IAM rules"
"3515","What other types of assessments would you like to see?","-"
"3515","Would you be interested in a verified micro certification?","Yes"
"3606","Please rate this assessment from one to five, five being the highest","5"
"3606","What did you love about Cloud Assessments and this assessment in particular?","test"
"3606","Why did you rate it the way you did?","test"
"3606","Did you understand what was expected of you (was the scenario clear)?","test"
"3606","Was the skill level appropriate for what we described?","test"
"3606","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3606","Do you have any specific suggestions for improvements?","test"
"3606","What additional features would you like to see?","test"
"3606","What other types of assessments would you like to see?","test"
"3606","Would you be interested in a verified micro certification?","test"
"3561","Please rate this assessment from one to five, five being the highest","5"
"3561","What did you love about Cloud Assessments and this assessment in particular?","This would really make people to think like a real time scenario and put people into fear to learn things "
"3561","Why did you rate it the way you did?","-"
"3561","Did you understand what was expected of you (was the scenario clear)?","yes it's clear "
"3561","Was the skill level appropriate for what we described?","yes"
"3561","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3561","Do you have any specific suggestions for improvements?","Not really"
"3561","What additional features would you like to see?","don't think any of that kind now"
"3561","What other types of assessments would you like to see?","-"
"3561","Would you be interested in a verified micro certification?","yes"
"3504","Please rate this assessment from one to five, five being the highest","5"
"3504","What did you love about Cloud Assessments and this assessment in particular?","hands on lab"
"3504","Why did you rate it the way you did?","hands on experience"
"3504","Did you understand what was expected of you (was the scenario clear)?","yes"
"3504","Was the skill level appropriate for what we described?","yes"
"3504","On a scale of one to ten, how likely are you to recommend this to your friends?","9"
"3504","Do you have any specific suggestions for improvements?","No"
"3504","What additional features would you like to see?","SysOps labs"
"3504","What other types of assessments would you like to see?","Sysops labs"
"3504","Would you be interested in a verified micro certification?","yes"
"3491","Please rate this assessment from one to five, five being the highest","5"
"3491","What did you love about Cloud Assessments and this assessment in particular?","VPC hands on labs"
"3491","Why did you rate it the way you did?","Its hands on experience to work on aws vpc"
"3491","Did you understand what was expected of you (was the scenario clear)?","Yes"
"3491","Was the skill level appropriate for what we described?","Yes"
"3491","On a scale of one to ten, how likely are you to recommend this to your friends?","9"
"3491","Do you have any specific suggestions for improvements?","No such"
"3491","What additional features would you like to see?","SysOps labs"
"3491","What other types of assessments would you like to see?","SysOps labs"
"3491","Would you be interested in a verified micro certification?","Yes"
"3500","Please rate this assessment from one to five, five being the highest","5"
"3500","What did you love about Cloud Assessments and this assessment in particular?","Everything"
"3500","Why did you rate it the way you did?","Because"
"3500","Did you understand what was expected of you (was the scenario clear)?","Yes"
"3500","Was the skill level appropriate for what we described?","Yes"
"3500","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3500","Do you have any specific suggestions for improvements?","No"
"3500","What additional features would you like to see?","Not at this time"
"3500","What other types of assessments would you like to see?","DevOps"
"3500","Would you be interested in a verified micro certification?","Yes"
"3457","Please rate this assessment from one to five, five being the highest","5"
"3457","What did you love about Cloud Assessments and this assessment in particular?","real life example"
"3457","Why did you rate it the way you did?","i like it"
"3457","Did you understand what was expected of you (was the scenario clear)?","yes"
"3457","Was the skill level appropriate for what we described?","yes"
"3457","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3457","Do you have any specific suggestions for improvements?","no"
"3457","What additional features would you like to see?","s3"
"3457","What other types of assessments would you like to see?","real life"
"3457","Would you be interested in a verified micro certification?","yes"
"3585","Please rate this assessment from one to five, five being the highest","5"
"3585","What did you love about Cloud Assessments and this assessment in particular?","testing"
"3585","Why did you rate it the way you did?","testing"
"3585","Did you understand what was expected of you (was the scenario clear)?","testing"
"3585","Was the skill level appropriate for what we described?","testing"
"3585","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3585","Do you have any specific suggestions for improvements?","testing"
"3585","What additional features would you like to see?","testing"
"3585","What other types of assessments would you like to see?","testing"
"3585","Would you be interested in a verified micro certification?","testing"
"3684","Please rate this assessment from one to five, five being the highest","5"
"3684","What did you love about Cloud Assessments and this assessment in particular?","chad-test-n/a"
"3684","Why did you rate it the way you did?","chad-test-n/a"
"3684","Did you understand what was expected of you (was the scenario clear)?","chad-test-n/a"
"3684","Was the skill level appropriate for what we described?","chad-test-n/a"
"3684","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3684","Do you have any specific suggestions for improvements?","chad-test-n/a"
"3684","What additional features would you like to see?","chad-test-n/a"
"3684","What other types of assessments would you like to see?","chad-test-n/a"
"3684","Would you be interested in a verified micro certification?","chad-test-n/a"
"4139","Please rate this assessment from one to five, five being the highest","5"
"4139","What did you love about Cloud Assessments and this assessment in particular?","test"
"4139","Why did you rate it the way you did?","test"
"4139","Did you understand what was expected of you (was the scenario clear)?","test"
"4139","Was the skill level appropriate for what we described?","test"
"4139","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"4139","Do you have any specific suggestions for improvements?","test"
"4139","What additional features would you like to see?","test"
"4139","What other types of assessments would you like to see?","t"
"4139","Would you be interested in a verified micro certification?","test"
"3544","Please rate this assessment from one to five, five being the highest","5"
"3544","What did you love about Cloud Assessments and this assessment in particular?","network creat"
"3544","Why did you rate it the way you did?","best practies"
"3544","Did you understand what was expected of you (was the scenario clear)?","yes"
"3544","Was the skill level appropriate for what we described?","yes"
"3544","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3544","Do you have any specific suggestions for improvements?","no"
"3544","What additional features would you like to see?","no idea"
"3544","What other types of assessments would you like to see?","yyy"
"3544","Would you be interested in a verified micro certification?","yes"
"3547","Please rate this assessment from one to five, five being the highest","5"
"3547","What did you love about Cloud Assessments and this assessment in particular?","n/a"
"3547","Why did you rate it the way you did?","n/a"
"3547","Did you understand what was expected of you (was the scenario clear)?","n/a"
"3547","Was the skill level appropriate for what we described?","n/a"
"3547","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3547","Do you have any specific suggestions for improvements?","n/a"
"3547","What additional features would you like to see?","n/a"
"3547","What other types of assessments would you like to see?","n/a"
"3547","Would you be interested in a verified micro certification?","n/a"
"3540","Please rate this assessment from one to five, five being the highest","5"
"3540","What did you love about Cloud Assessments and this assessment in particular?","a"
"3540","Why did you rate it the way you did?","a"
"3540","Did you understand what was expected of you (was the scenario clear)?","a"
"3540","Was the skill level appropriate for what we described?","a"
"3540","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3540","Do you have any specific suggestions for improvements?","a"
"3540","What additional features would you like to see?","a"
"3540","What other types of assessments would you like to see?","a"
"3540","Would you be interested in a verified micro certification?","a"
"3551","Please rate this assessment from one to five, five being the highest","5"
"3551","What did you love about Cloud Assessments and this assessment in particular?","looks cool"
"3551","Why did you rate it the way you did?","learned how you cloud asessments work"
"3551","Did you understand what was expected of you (was the scenario clear)?","yes"
"3551","Was the skill level appropriate for what we described?","yes"
"3551","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3551","Do you have any specific suggestions for improvements?","no"
"3551","What additional features would you like to see?","none"
"3551","What other types of assessments would you like to see?","Azure"
"3551","Would you be interested in a verified micro certification?","yes"
"3550","Please rate this assessment from one to five, five being the highest","5"
"3550","What did you love about Cloud Assessments and this assessment in particular?","testing -- chad -- n/a"
"3550","Why did you rate it the way you did?","testing -- chad -- n/a"
"3550","Did you understand what was expected of you (was the scenario clear)?","testing -- chad -- n/a"
"3550","Was the skill level appropriate for what we described?","testing -- chad -- n/a"
"3550","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3550","Do you have any specific suggestions for improvements?","testing -- chad -- n/a"
"3550","What additional features would you like to see?","testing -- chad -- n/a"
"3550","What other types of assessments would you like to see?","testing -- chad -- n/a"
"3550","Would you be interested in a verified micro certification?","testing -- chad -- n/a"
"3538","Please rate this assessment from one to five, five being the highest","5"
"3538","What did you love about Cloud Assessments and this assessment in particular?","Well structured"
"3538","Why did you rate it the way you did?","Enjoyed completing this assessment and felt like it covered a lot of important topics"
"3538","Did you understand what was expected of you (was the scenario clear)?","Yes"
"3538","Was the skill level appropriate for what we described?","Yes"
"3538","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3538","Do you have any specific suggestions for improvements?","No"
"3538","What additional features would you like to see?","N/A"
"3538","What other types of assessments would you like to see?","This seems sufficient"
"3538","Would you be interested in a verified micro certification?","Yes"
"3545","Please rate this assessment from one to five, five being the highest","5"
"3545","What did you love about Cloud Assessments and this assessment in particular?","Testing- chad - n/a"
"3545","Why did you rate it the way you did?","Testing- chad - n/a"
"3545","Did you understand what was expected of you (was the scenario clear)?","Testing- chad - n/a"
"3545","Was the skill level appropriate for what we described?","Testing- chad - n/a"
"3545","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3545","Do you have any specific suggestions for improvements?","Testing- chad - n/a"
"3545","What additional features would you like to see?","Testing- chad - n/a"
"3545","What other types of assessments would you like to see?","Testing- chad - n/a"
"3545","Would you be interested in a verified micro certification?","Testing- chad - n/a"
"3546","Please rate this assessment from one to five, five being the highest","4"
"3546","What did you love about Cloud Assessments and this assessment in particular?","very good, hands on test"
"3546","Why did you rate it the way you did?","thought the question was a little unclear"
"3546","Did you understand what was expected of you (was the scenario clear)?","a little unclear. I tried to create ec2 instances and I suppose that wasn't part of the test I suppose."
"3546","Was the skill level appropriate for what we described?","yes"
"3546","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3546","Do you have any specific suggestions for improvements?","Maybe clarify the questions a little bit (realizing that you don't want too much hand holding)."
"3546","What additional features would you like to see?","not sure"
"3546","What other types of assessments would you like to see?","Sysops - Cloudwatch"
"3546","Would you be interested in a verified micro certification?","sure"
"3542","Please rate this assessment from one to five, five being the highest","5"
"3542","What did you love about Cloud Assessments and this assessment in particular?","a"
"3542","Why did you rate it the way you did?","a"
"3542","Did you understand what was expected of you (was the scenario clear)?","a"
"3542","Was the skill level appropriate for what we described?","a"
"3542","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3542","Do you have any specific suggestions for improvements?","a"
"3542","What additional features would you like to see?","a"
"3542","What other types of assessments would you like to see?","a"
"3542","Would you be interested in a verified micro certification?","a"
"3541","Please rate this assessment from one to five, five being the highest","5"
"3541","What did you love about Cloud Assessments and this assessment in particular?","yyy"
"3541","Why did you rate it the way you did?","yyyy"
"3541","Did you understand what was expected of you (was the scenario clear)?","yyyyy"
"3541","Was the skill level appropriate for what we described?","rrr"
"3541","On a scale of one to ten, how likely are you to recommend this to your friends?","10"
"3541","Do you have any specific suggestions for improvements?","yesyy"
"3541","What additional features would you like to see?","yyy"
"3541","What other types of assessments would you like to see?","yyyyy"
"3541","Would you be interested in a verified micro certification?","yyyyyy"
